Timestamp,Valor Analogico
2025-07-30 22:19:11,483
2025-07-30 22:19:11,468
2025-07-30 22:19:11,444
2025-07-30 22:19:11,418
2025-07-30 22:19:11,399
2025-07-30 22:19:11,388
2025-07-30 22:19:11,384
2025-07-30 22:19:11,384
2025-07-30 22:19:11,384
2025-07-30 22:19:11,383
2025-07-30 22:19:11,378
2025-07-30 22:19:11,369
2025-07-30 22:19:11,357
2025-07-30 22:19:11,344
2025-07-30 22:19:11,333
2025-07-30 22:19:11,326
2025-07-30 22:19:11,324
2025-07-30 22:19:11,330
2025-07-30 22:19:11,372
2025-07-30 22:19:11,353
2025-07-30 22:19:11,329
2025-07-30 22:19:11,373
2025-07-30 22:19:11,370
2025-07-30 22:19:11,335
2025-07-30 22:19:11,367
2025-07-30 22:19:11,380
2025-07-30 22:19:11,343
2025-07-30 22:19:11,366
2025-07-30 22:19:11,390
2025-07-30 22:19:11,355
2025-07-30 22:19:11,363
2025-07-30 22:19:11,399
2025-07-30 22:19:11,369
2025-07-30 22:19:11,361
2025-07-30 22:19:11,404
2025-07-30 22:19:11,386
2025-07-30 22:19:11,363
2025-07-30 22:19:11,405
2025-07-30 22:19:11,403
2025-07-30 22:19:11,368
2025-07-30 22:19:11,403
2025-07-30 22:19:11,415
2025-07-30 22:19:11,377
2025-07-30 22:19:11,398
2025-07-30 22:19:11,425
2025-07-30 22:19:11,389
2025-07-30 22:19:11,394
2025-07-30 22:19:11,430
2025-07-30 22:19:11,402
2025-07-30 22:19:11,393
2025-07-30 22:19:11,432
2025-07-30 22:19:11,414
2025-07-30 22:19:11,390
2025-07-30 22:19:11,431
2025-07-30 22:19:11,429
2025-07-30 22:19:11,393
2025-07-30 22:19:11,425
2025-07-30 22:19:11,438
2025-07-30 22:19:11,398
2025-07-30 22:19:11,418
2025-07-30 22:19:11,448
2025-07-30 22:19:11,410
2025-07-30 22:19:11,412
2025-07-30 22:19:11,452
2025-07-30 22:19:11,423
2025-07-30 22:19:11,411
2025-07-30 22:19:11,451
2025-07-30 22:19:11,437
2025-07-30 22:19:11,414
2025-07-30 22:19:11,454
2025-07-30 22:19:11,453
2025-07-30 22:19:11,418
2025-07-30 22:19:11,449
2025-07-30 22:19:11,464
2025-07-30 22:19:11,425
2025-07-30 22:19:11,443
2025-07-30 22:19:11,471
2025-07-30 22:19:11,433
2025-07-30 22:19:11,435
2025-07-30 22:19:11,472
2025-07-30 22:19:11,443
2025-07-30 22:19:11,429
2025-07-30 22:19:11,471
2025-07-30 22:19:11,459
2025-07-30 22:19:11,431
2025-07-30 22:19:11,470
2025-07-30 22:19:11,470
2025-07-30 22:19:11,435
2025-07-30 22:19:11,466
2025-07-30 22:19:11,479
2025-07-30 22:19:11,441
2025-07-30 22:19:11,459
2025-07-30 22:19:11,488
2025-07-30 22:19:11,450
2025-07-30 22:19:11,450
