Timestamp,Valor Analogico
2025-07-30 23:07:37,437
2025-07-30 23:07:37,434
2025-07-30 23:07:37,421
2025-07-30 23:07:37,406
2025-07-30 23:07:37,393
2025-07-30 23:07:37,386
2025-07-30 23:07:37,384
2025-07-30 23:07:37,378
2025-07-30 23:07:37,368
2025-07-30 23:07:37,355
2025-07-30 23:07:37,336
2025-07-30 23:07:37,314
2025-07-30 23:07:37,293
2025-07-30 23:07:37,277
2025-07-30 23:07:37,271
2025-07-30 23:07:37,278
2025-07-30 23:07:37,292
2025-07-30 23:07:37,309
2025-07-30 23:07:37,316
2025-07-30 23:07:37,285
2025-07-30 23:07:37,333
2025-07-30 23:07:37,336
2025-07-30 23:07:37,291
2025-07-30 23:07:37,315
2025-07-30 23:07:37,350
2025-07-30 23:07:37,319
2025-07-30 23:07:37,347
2025-07-30 23:07:37,368
2025-07-30 23:07:37,319
2025-07-30 23:07:37,321
2025-07-30 23:07:37,386
2025-07-30 23:07:37,340
2025-07-30 23:07:37,301
2025-07-30 23:07:37,355
2025-07-30 23:07:37,361
2025-07-30 23:07:37,316
2025-07-30 23:07:37,364
2025-07-30 23:07:37,367
2025-07-30 23:07:37,324
2025-07-30 23:07:37,342
2025-07-30 23:07:37,391
2025-07-30 23:07:37,354
2025-07-30 23:07:37,334
2025-07-30 23:07:37,371
2025-07-30 23:07:37,337
2025-07-30 23:07:37,325
2025-07-30 23:07:37,385
2025-07-30 23:07:37,376
2025-07-30 23:07:37,339
2025-07-30 23:07:37,384
2025-07-30 23:07:37,393
2025-07-30 23:07:37,351
2025-07-30 23:07:37,385
2025-07-30 23:07:37,392
2025-07-30 23:07:37,361
2025-07-30 23:07:37,375
2025-07-30 23:07:37,423
2025-07-30 23:07:37,363
2025-07-30 23:07:37,336
2025-07-30 23:07:37,363
2025-07-30 23:07:37,348
2025-07-30 23:07:37,356
2025-07-30 23:07:37,369
2025-07-30 23:07:37,366
2025-07-30 23:07:37,334
2025-07-30 23:07:37,383
2025-07-30 23:07:37,392
2025-07-30 23:07:37,338
2025-07-30 23:07:37,370
2025-07-30 23:07:37,381
2025-07-30 23:07:37,346
2025-07-30 23:07:37,371
2025-07-30 23:07:37,399
2025-07-30 23:07:37,376
2025-07-30 23:07:37,409
2025-07-30 23:07:37,409
2025-07-30 23:07:37,364
2025-07-30 23:07:37,362
2025-07-30 23:07:37,409
2025-07-30 23:07:37,400
2025-07-30 23:07:37,364
2025-07-30 23:07:37,408
2025-07-30 23:07:37,401
2025-07-30 23:07:37,370
2025-07-30 23:07:37,394
2025-07-30 23:07:37,422
2025-07-30 23:07:37,377
2025-07-30 23:07:37,403
2025-07-30 23:07:37,455
2025-07-30 23:07:37,403
2025-07-30 23:07:37,403
2025-07-30 23:07:37,427
2025-07-30 23:07:37,390
2025-07-30 23:07:37,386
2025-07-30 23:07:37,451
2025-07-30 23:07:37,449
2025-07-30 23:07:37,394
2025-07-30 23:07:37,424
2025-07-30 23:07:37,438
2025-07-30 23:07:37,407
2025-07-30 23:07:37,440
2025-07-30 23:07:37,456
2025-07-30 23:07:37,411
2025-07-30 23:07:37,444
2025-07-30 23:07:37,485
2025-07-30 23:07:37,424
2025-07-30 23:07:37,410
2025-07-30 23:07:37,448
2025-07-30 23:07:37,446
2025-07-30 23:07:37,415
2025-07-30 23:07:37,475
2025-07-30 23:07:37,433
2025-07-30 23:07:37,407
2025-07-30 23:07:37,462
2025-07-30 23:07:37,466
2025-07-30 23:07:37,426
2025-07-30 23:07:37,463
2025-07-30 23:07:37,496
2025-07-30 23:07:37,447
2025-07-30 23:07:37,455
2025-07-30 23:07:37,515
2025-07-30 23:07:37,440
2025-07-30 23:07:38,439
2025-07-30 23:07:38,482
